county,county_fips,state_id,state_name,lat,lng,population
Ottawa,40115,OK,Oklahoma,36.8355,-94.8104,31283
Bolivar,28011,MS,Mississippi,33.7971,-90.8806,31253
Marshall,21157,KY,Kentucky,36.8834,-88.3294,31225
Wabash,18169,IN,Indiana,40.8457,-85.794,31198
Schoharie,36095,NY,New York,42.5882,-74.4421,31189
Stark,38089,ND,North Dakota,46.8107,-102.6551,31164
Morton,38059,ND,North Dakota,46.7161,-101.2811,31118
Huron,26063,MI,Michigan,43.8333,-83.019,31105
Adams,28001,MS,Mississippi,31.4829,-91.3535,31103
Gilmer,13123,GA,Georgia,34.6912,-84.4556,30986
Marion,45067,SC,South Carolina,34.0801,-79.3625,30954
Marshall,54051,WV,West Virginia,39.8606,-80.6634,30900
Muhlenberg,21177,KY,Kentucky,37.2158,-87.142,30815
Williamsburg,45089,SC,South Carolina,33.6199,-79.7277,30810
Petersburg,51730,VA,Virginia,37.2043,-77.3913,30791
Vernon,55123,WI,Wisconsin,43.5939,-90.8344,30759
Delta,8029,CO,Colorado,38.8614,-107.8629,30758
Summit,8117,CO,Colorado,39.6342,-106.1164,30735
Mecklenburg,51117,VA,Virginia,36.6804,-78.3627,30726
Kleberg,48273,TX,Texas,27.4337,-97.7273,30725
Clare,26035,MI,Michigan,43.9879,-84.8478,30655
Malheur,41045,OR,Oregon,43.1934,-117.6231,30632
Lassen,6035,CA,California,40.6736,-120.5943,30600
Caroline,51033,VA,Virginia,38.0267,-77.3471,30581
Smyth,51173,VA,Virginia,36.8437,-81.537,30539
Dillon,45033,SC,South Carolina,34.3915,-79.3789,30473
Freeborn,27047,MN,Minnesota,43.6738,-93.3488,30465
Sanpete,49039,UT,Utah,39.3739,-111.5763,30421
Sheridan,56033,WY,Wyoming,44.79,-106.8793,30397
Lake,30047,MT,Montana,47.6459,-114.0894,30383
Obion,47131,TN,Tennessee,36.3582,-89.1488,30343
McDonough,17109,IL,Illinois,40.4562,-90.6779,30107
Boyle,21021,KY,Kentucky,37.6244,-84.8668,30090
Elk,42047,PA,Pennsylvania,41.4251,-78.6491,30077
Caledonia,50005,VT,Vermont,44.4647,-72.1021,30027
Cass,48067,TX,Texas,33.0775,-94.3436,30002
Gallia,39053,OH,Ohio,38.8247,-82.3169,29995
White,13311,GA,Georgia,34.6464,-83.7471,29962
Wayne,13305,GA,Georgia,31.5515,-81.9168,29959
Franklin,23007,ME,Maine,44.9741,-70.4441,29933
Carroll,51035,VA,Virginia,36.7316,-80.7339,29911
Austin,48015,TX,Texas,29.887,-96.2779,29892
Marion,1093,AL,Alabama,34.1366,-87.8871,29818
Lee,13177,GA,Georgia,31.7795,-84.1411,29735
Sumter,13261,GA,Georgia,32.0399,-84.197,29714
Dunklin,29069,MO,Missouri,36.2721,-90.0909,29657
Madison,13195,GA,Georgia,34.1278,-83.209,29624
Haralson,13143,GA,Georgia,33.7942,-85.211,29608
Jasper,45053,SC,South Carolina,32.4374,-81.0317,29558
Trempealeau,55121,WI,Wisconsin,44.304,-91.3585,29525
Cass,27021,MN,Minnesota,46.9496,-94.3254,29462
Giles,47055,TN,Tennessee,35.2022,-87.0348,29403
Park,56029,WY,Wyoming,44.5205,-109.5879,29273
Stoddard,29207,MO,Missouri,36.8556,-89.9443,29255
Pine,27115,MN,Minnesota,46.1208,-92.7413,29254
Powhatan,51145,VA,Virginia,37.5502,-77.9152,29253
Neshoba,28099,MS,Mississippi,32.7535,-89.1176,29250
Jefferson,16051,ID,Idaho,43.8201,-112.3113,29238
Caddo,40015,OK,Oklahoma,35.1744,-98.3752,29179
Garrett,24023,MD,Maryland,39.5289,-79.2729,29155
Hancock,54029,WV,West Virginia,40.5219,-80.5739,29118
Mason,26105,MI,Michigan,43.9952,-86.25,29062
Fredericksburg,51630,VA,Virginia,38.2992,-77.4872,29059
Custer,40039,OK,Oklahoma,35.6388,-99.0015,28929
Orange,50017,VT,Vermont,44.0056,-72.3769,28873
Logan,17107,IL,Illinois,40.1245,-89.3675,28818
Jackson,54035,WV,West Virginia,38.8345,-81.6748,28793
Palo Pinto,48363,TX,Texas,32.7532,-98.313,28792
Leflore,28083,MS,Mississippi,33.5505,-90.3011,28764
Randolph,54083,WV,West Virginia,38.7747,-79.8758,28763
Ellis,20051,KS,Kansas,38.9147,-99.3173,28747
Wythe,51197,VA,Virginia,36.9171,-81.0787,28725
Dinwiddie,51053,VA,Virginia,37.0759,-77.6323,28686
Baker,12003,FL,Florida,30.3311,-82.2846,28679
Marion,47115,TN,Tennessee,35.1293,-85.622,28639
Jones,13169,GA,Georgia,33.0251,-83.5605,28622
Morgan,8087,CO,Colorado,40.2628,-103.8098,28617
Fayette,39047,OH,Ohio,39.5599,-83.4561,28609
Montgomery,17135,IL,Illinois,39.231,-89.4789,28598
Union,28145,MS,Mississippi,34.4905,-89.0039,28578
San Jacinto,48407,TX,Texas,30.5795,-95.1669,28574
Marion,29127,MO,Missouri,39.8059,-91.6224,28572
McPherson,20113,KS,Kansas,38.3917,-97.648,28557
Yazoo,28163,MS,Mississippi,32.7803,-90.3964,28511
Ripley,18137,IN,Indiana,39.1035,-85.2624,28457
Grimes,48185,TX,Texas,30.5435,-95.9855,28447
Alpena,26007,MI,Michigan,45.0348,-83.6277,28431
Le Sueur,27079,MN,Minnesota,44.3714,-93.7301,28425
Tate,28137,MS,Mississippi,34.6503,-89.9448,28419
Cherokee,37039,NC,North Carolina,35.1339,-84.0635,28413
Meade,21163,KY,Kentucky,37.9698,-86.2171,28379
Copiah,28029,MS,Mississippi,31.8692,-90.4488,28339
Hocking,39073,OH,Ohio,39.497,-82.4792,28306
Scott,28123,MS,Mississippi,32.4064,-89.5376,28288
Van Wert,39161,OH,Ohio,40.8554,-84.5861,28213
Meade,46093,SD,South Dakota,44.5668,-102.7169,28149
Codington,46029,SD,South Dakota,44.9779,-97.1886,28133
Carroll,5015,AR,Arkansas,36.341,-93.5382,28062
Glenn,6021,CA,California,39.5983,-122.3921,28060
Montgomery,21173,KY,Kentucky,38.0335,-83.9131,28042
Wells,18179,IN,Indiana,40.7292,-85.2212,28010
Henderson,47077,TN,Tennessee,35.6543,-88.388,27956
Washington,18175,IN,Indiana,38.6,-86.1053,27942
Pike,39131,OH,Ohio,39.0773,-83.0668,27914
Winchester,51840,VA,Virginia,39.1735,-78.1746,27912
Carroll,47017,TN,Tennessee,35.9732,-88.4502,27841
Garvin,40049,OK,Oklahoma,34.7046,-97.3093,27789
Bradford,12007,FL,Florida,29.95,-82.1688,27723
Del Norte,6015,CA,California,41.7431,-123.8972,27692
Lincoln,55069,WI,Wisconsin,45.3375,-89.7346,27687
Adams,39001,OH,Ohio,38.8455,-83.4721,27685
Jennings,18079,IN,Indiana,38.9969,-85.6281,27639
Door,55029,WI,Wisconsin,44.9473,-87.3135,27621
San Miguel,35047,NM,New Mexico,35.4806,-104.816,27546
Peach,13225,GA,Georgia,32.5688,-83.8269,27502
Monroe,13207,GA,Georgia,33.0139,-83.9186,27455
Iroquois,17075,IL,Illinois,40.7472,-87.8243,27437
De Soto,22031,LA,Louisiana,32.0554,-93.7372,27395
Grant,35017,NM,New Mexico,32.7389,-108.3824,27391
Union,45087,SC,South Carolina,34.6895,-81.6191,27325
Montgomery,37123,NC,North Carolina,35.3325,-79.9055,27223
Currituck,37053,NC,North Carolina,36.4031,-76.0059,27210
Carroll,39019,OH,Ohio,40.5796,-81.0897,27195
White,47185,TN,Tennessee,35.9264,-85.4552,27087
Wyoming,42131,PA,Pennsylvania,41.5183,-76.0166,27078
Henry,39069,OH,Ohio,41.3339,-84.0682,27068
Logan,21141,KY,Kentucky,36.8597,-86.8789,27049
Mineral,54057,WV,West Virginia,39.4147,-78.9438,27047
Elmore,16039,ID,Idaho,43.3539,-115.4693,27043
Hardee,12049,FL,Florida,27.4927,-81.81,27027
Edgefield,45037,SC,South Carolina,33.7722,-81.9664,27021
Ashe,37009,NC,North Carolina,36.4341,-81.5003,27009
Carter,21043,KY,Kentucky,38.3182,-83.0495,26976
Toombs,13279,GA,Georgia,32.1217,-82.3313,26947
Russell,51167,VA,Virginia,36.9339,-82.0954,26937
Uvalde,48463,TX,Texas,29.3573,-99.7622,26899
Fluvanna,51065,VA,Virginia,37.8419,-78.2772,26873
Orleans,50019,VT,Vermont,44.829,-72.2434,26843
Simpson,28127,MS,Mississippi,31.9132,-89.9195,26818
Tillamook,41057,OR,Oregon,45.4637,-123.7127,26782
Cibola,35006,NM,New Mexico,34.9125,-107.9997,26763
Mason,54053,WV,West Virginia,38.7697,-82.0266,26700
King George,51099,VA,Virginia,38.2733,-77.1572,26679
Gillespie,48171,TX,Texas,30.3181,-98.9465,26668
Juneau,55057,WI,Wisconsin,43.9246,-90.1138,26603
Decatur,13087,GA,Georgia,30.8783,-84.579,26595
Decatur,18031,IN,Indiana,39.307,-85.5011,26587
Oceana,26127,MI,Michigan,43.6409,-86.2676,26545
Union,41061,OR,Oregon,45.3102,-118.0088,26502
Woodford,21239,KY,Kentucky,38.0424,-84.7436,26486
Johnson,5071,AR,Arkansas,35.5697,-93.4601,26475
Lewis,36049,NY,New York,43.7847,-75.4488,26456
Bell,21013,KY,Kentucky,36.7306,-83.6741,26426
West Baton Rouge,22121,LA,Louisiana,30.4636,-91.3127,26395
Geneva,1061,AL,Alabama,31.095,-85.8391,26383
Boone,19015,IA,Iowa,42.0365,-93.9316,26381
Marlboro,45069,SC,South Carolina,34.602,-79.6786,26376
Upson,13293,GA,Georgia,32.8813,-84.2994,26329
Grayson,21085,KY,Kentucky,37.4608,-86.3439,26313
Harlan,21095,KY,Kentucky,36.8569,-83.218,26307
Wasco,41065,OR,Oregon,45.16,-121.1678,26274
Perry,21193,KY,Kentucky,37.2443,-83.2215,26266
Montezuma,8083,CO,Colorado,37.3386,-108.5966,26266
Clay,18021,IN,Indiana,39.3928,-87.1158,26231
Elbert,8039,CO,Colorado,39.2865,-104.1359,26230
Barton,20009,KS,Kansas,38.479,-98.7565,26209
Charlevoix,26029,MI,Michigan,45.3014,-85.1259,26197
Cherokee,1019,AL,Alabama,34.1759,-85.6038,26035
Cass,31025,NE,Nebraska,40.9097,-96.1409,26022
Hart,13147,GA,Georgia,34.3509,-82.9642,25981
Mille Lacs,27095,MN,Minnesota,45.938,-93.6301,25963
Stephens,13257,GA,Georgia,34.5541,-83.2932,25934
McNairy,47109,TN,Tennessee,35.1755,-88.5636,25814
Lawrence,46081,SD,South Dakota,44.3586,-103.7923,25806
Fannin,13111,GA,Georgia,34.8641,-84.3198,25797
Sunflower,28133,MS,Mississippi,33.6023,-90.5886,25759
Somerset,24039,MD,Maryland,38.1158,-75.7518,25699
Lyon,27083,MN,Minnesota,44.4135,-95.839,25696
Lauderdale,47097,TN,Tennessee,35.7605,-89.6305,25689
Hardin,47071,TN,Tennessee,35.1987,-88.1845,25665
Franklin,20059,KS,Kansas,38.5645,-95.286,25643
Taylor,21217,KY,Kentucky,37.3664,-85.3278,25572
Allen,22003,LA,Louisiana,30.653,-92.828,25572
Benton,19011,IA,Iowa,42.0802,-92.0657,25558
Texas,29215,MO,Missouri,37.3173,-91.965,25518
Posey,18129,IN,Indiana,38.0218,-87.8684,25480
St. Francis,5123,AR,Arkansas,35.022,-90.7478,25477
Adair,29001,MO,Missouri,40.1906,-92.6007,25468
Cheboygan,26031,MI,Michigan,45.4463,-84.4999,25435
Tattnall,13267,GA,Georgia,32.0458,-82.0582,25392
Lamoille,50015,VT,Vermont,44.607,-72.6418,25376
Dickinson,26043,MI,Michigan,46.0092,-87.8703,25373
Miller,29131,MO,Missouri,38.2145,-92.4284,25369
Audrain,29007,MO,Missouri,39.2157,-91.8416,25336
Routt,8107,CO,Colorado,40.4851,-106.9912,25317
Gladwin,26051,MI,Michigan,43.9907,-84.3883,25312
Salem,51775,VA,Virginia,37.2864,-80.0555,25290
Dawson,13085,GA,Georgia,34.4443,-84.1706,25277
Shelby,48419,TX,Texas,31.7924,-94.145,25263
Hardeman,47069,TN,Tennessee,35.2068,-88.9931,25247
Fayette,48149,TX,Texas,29.8768,-96.9198,25247
Iosco,26069,MI,Michigan,44.3559,-83.6359,25213
Morehouse,22067,LA,Louisiana,32.8202,-91.8018,25189
Prentiss,28117,MS,Mississippi,34.6183,-88.5201,25155
Plymouth,19149,IA,Iowa,42.7378,-96.2141,25141
Grant,21081,KY,Kentucky,38.6488,-84.6246,25107
Washington,12133,FL,Florida,30.6106,-85.6653,25094
Brown,27015,MN,Minnesota,44.2421,-94.7276,25076
Cleburne,5023,AR,Arkansas,35.5382,-92.0267,25063
Bremer,19017,IA,Iowa,42.7746,-92.318,25032
Barbour,1005,AL,Alabama,31.8696,-85.3932,25026
Hickman,47081,TN,Tennessee,35.8033,-87.4733,25017
Teller,8119,CO,Colorado,38.8824,-105.1618,24981
Yates,36123,NY,New York,42.6335,-77.1055,24981
Nicholas,54067,WV,West Virginia,38.2917,-80.7994,24857
Chattooga,13055,GA,Georgia,34.475,-85.3453,24826
Washington,29221,MO,Missouri,37.9617,-90.8774,24819
Jackson,40065,OK,Oklahoma,34.588,-99.4148,24808
Milam,48331,TX,Texas,30.7863,-96.9768,24797
Marion,28091,MS,Mississippi,31.2308,-89.8224,24785
Randolph,29175,MO,Missouri,39.4402,-92.4971,24769
Randolph,18135,IN,Indiana,40.1576,-85.0114,24694
Grady,13131,GA,Georgia,30.8747,-84.2344,24693
Staunton,51790,VA,Virginia,38.1593,-79.0611,24660
Juniata,42067,PA,Pennsylvania,40.5311,-77.4022,24657
Seminole,40133,OK,Oklahoma,35.1675,-96.6155,24624
Otsego,26137,MI,Michigan,45.0214,-84.599,24613
Churchill,32001,NV,Nevada,39.5808,-118.3358,24606
Todd,27153,MN,Minnesota,46.0706,-94.8976,24603
Abbeville,45001,SC,South Carolina,34.2226,-82.4593,24582
Manistee,26101,MI,Michigan,44.333,-86.0568,24539
Rowan,21205,KY,Kentucky,38.1963,-83.4211,24534
Lincoln,21137,KY,Kentucky,37.4554,-84.6608,24493
Butts,13035,GA,Georgia,33.2879,-83.9572,24463
Upshur,54097,WV,West Virginia,38.8978,-80.2334,24451
Anson,37007,NC,North Carolina,34.9738,-80.1027,24430
Waushara,55137,WI,Wisconsin,44.1131,-89.2429,24256
Aransas,48007,TX,Texas,28.1249,-96.9934,24220
Macon,47111,TN,Tennessee,36.532,-86.0073,24208
Pottawatomie,20149,KS,Kansas,39.379,-96.3424,24203
White,18181,IN,Indiana,40.7498,-86.8655,24163
George,28039,MS,Mississippi,30.8626,-88.644,24098
Ohio,21183,KY,Kentucky,37.4782,-86.8489,24081
Jerome,16053,ID,Idaho,42.6899,-114.264,24074
Jefferson,41031,OR,Oregon,44.6294,-121.1761,24048
Luna,35029,NM,New Mexico,32.1822,-107.7498,24022
Union,13291,GA,Georgia,34.8341,-83.9907,23999
Crawford,29055,MO,Missouri,37.9764,-91.3039,23984
Sabine,22085,LA,Louisiana,31.564,-93.5547,23915
Clarke,1025,AL,Alabama,31.6767,-87.8308,23866
Roscommon,26143,MI,Michigan,44.3356,-84.6116,23863
Page,51139,VA,Virginia,38.6194,-78.4844,23862
Cassia,16031,ID,Idaho,42.2839,-113.6001,23847
Mingo,54059,WV,West Virginia,37.7265,-82.1347,23808
Scott,18143,IN,Indiana,38.6851,-85.7475,23785
Hertford,37091,NC,North Carolina,36.3591,-76.982,23752
Poinsett,5111,AR,Arkansas,35.574,-90.663,23747
Saline,17165,IL,Illinois,37.7531,-88.5407,23735
Crook,41013,OR,Oregon,44.1422,-120.3566,23733
Lee,51105,VA,Virginia,36.7054,-83.1286,23723
Winston,1133,AL,Alabama,34.1492,-87.3737,23712
Payette,16075,ID,Idaho,44.0067,-116.7608,23705
Dawson,31047,NE,Nebraska,40.8699,-99.8196,23638
Iowa,55049,WI,Wisconsin,43.0005,-90.1354,23632
Columbia,5027,AR,Arkansas,33.2143,-93.2273,23620
Ouachita,5103,AR,Arkansas,33.5934,-92.8819,23597
Goochland,51075,VA,Virginia,37.722,-77.9156,23472
Itawamba,28057,MS,Mississippi,34.28,-88.3613,23396
Limestone,48293,TX,Texas,31.5455,-96.5805,23364
Teton,56039,WY,Wyoming,43.9347,-110.5898,23356
Osceola,26133,MI,Michigan,43.9898,-85.3252,23323
Fairfax,51600,VA,Virginia,38.8531,-77.2997,23312
Plaquemines,22075,LA,Louisiana,29.4406,-89.61,23305
Hampshire,54027,WV,West Virginia,39.3171,-78.6141,23304
Antrim,26009,MI,Michigan,44.9991,-85.1403,23301
Hood River,41027,OR,Oregon,45.519,-121.6511,23270
Grainger,47057,TN,Tennessee,36.2763,-83.5096,23268
Panola,48365,TX,Texas,32.1624,-94.3056,23186
Meeker,27093,MN,Minnesota,45.1231,-94.5273,23149
Fayette,18041,IN,Indiana,39.6401,-85.1787,23068
Franklin,13119,GA,Georgia,34.3754,-83.2291,23015
Starke,18149,IN,Indiana,41.2809,-86.6476,22996
Hockley,48219,TX,Texas,33.6077,-102.3432,22986
Meigs,39105,OH,Ohio,39.0822,-82.0229,22974
Houston,48225,TX,Texas,31.3177,-95.4227,22942
Saline,29195,MO,Missouri,39.1368,-93.2018,22932
Sumner,20191,KS,Kansas,37.2373,-97.4765,22928
Menominee,26109,MI,Michigan,45.5801,-87.5566,22902
Ray,29177,MO,Missouri,39.3523,-93.9899,22900
Prince Edward,51147,VA,Virginia,37.2243,-78.4411,22892
Curry,41015,OR,Oregon,42.4576,-124.1568,22889
McDonald,29119,MO,Missouri,36.6287,-94.3483,22882
Leake,28079,MS,Mississippi,32.7535,-89.524,22791
Bandera,48019,TX,Texas,29.7472,-99.2463,22770
Franklin,18047,IN,Indiana,39.4149,-85.0602,22750
Yankton,46135,SD,South Dakota,43.009,-97.3948,22746
Randolph,1111,AL,Alabama,33.2938,-85.4591,22732
Blaine,16013,ID,Idaho,43.412,-113.9802,22729
Rockbridge,51163,VA,Virginia,37.8145,-79.4473,22728
Coahoma,28027,MS,Mississippi,34.23,-90.6017,22685
Martin,37117,NC,North Carolina,35.8432,-77.1093,22644
Asotin,53003,WA,Washington,46.1918,-117.203,22636
Caswell,37033,NC,North Carolina,36.3932,-79.3335,22619
Anderson,21005,KY,Kentucky,38.0039,-84.991,22580
Burke,13033,GA,Georgia,33.0611,-82.0007,22567
Emanuel,13107,GA,Georgia,32.5897,-82.3017,22525
Crisp,13081,GA,Georgia,31.9229,-83.7681,22509
Hopewell,51670,VA,Virginia,37.2915,-77.2985,22500
Johnson,21115,KY,Kentucky,37.8466,-82.8315,22427
Fairfield,45039,SC,South Carolina,34.3951,-81.1212,22406
Bibb,1007,AL,Alabama,32.9986,-87.1265,22374
Mahaska,19123,IA,Iowa,41.3352,-92.6409,22351
Clark,5019,AR,Arkansas,34.0509,-93.1764,22341
Grant,22043,LA,Louisiana,31.5997,-92.5594,22339
New Kent,51127,VA,Virginia,37.5052,-76.9973,22310
Waynesboro,51820,VA,Virginia,38.0674,-78.9014,22300
Logan,8075,CO,Colorado,40.7247,-103.1101,22282
Union,22111,LA,Louisiana,32.8318,-92.3748,22270
Assumption,22007,LA,Louisiana,29.9024,-91.0608,22236
Nodaway,29147,MO,Missouri,40.3608,-94.8834,22199
Adair,40001,OK,Oklahoma,35.8839,-94.6587,22171
Overton,47133,TN,Tennessee,36.345,-85.2881,22171
Brooke,54009,WV,West Virginia,40.2739,-80.5765,22162
Pacific,53049,WA,Washington,46.5557,-123.7041,22121
Washington,19183,IA,Iowa,41.3356,-91.7179,22100
Mitchell,13205,GA,Georgia,31.2253,-84.1943,22072
Gray,48179,TX,Texas,35.4012,-100.8126,22063
Klickitat,53039,WA,Washington,45.8738,-120.7891,22055
Scott,47151,TN,Tennessee,36.4285,-84.5035,22020
Tippah,28139,MS,Mississippi,34.7684,-88.9089,21976
Letcher,21133,KY,Kentucky,37.1212,-82.8553,21936
Vilas,55125,WI,Wisconsin,46.0529,-89.5148,21923
Wyandot,39175,OH,Ohio,40.8424,-83.3044,21907
Putnam,13237,GA,Georgia,33.3218,-83.3728,21906
Seward,20175,KS,Kansas,37.1933,-100.8513,21902
Boone,54005,WV,West Virginia,38.023,-81.7112,21897
Pointe Coupee,22077,LA,Louisiana,30.7095,-91.6008,21883
Beckham,40009,OK,Oklahoma,35.2687,-99.682,21860
Henry,29083,MO,Missouri,38.3852,-93.7927,21854
Jersey,17083,IL,Illinois,39.0855,-90.3565,21776
Scott,51169,VA,Virginia,36.7143,-82.6029,21761
Taylor,12123,FL,Florida,30.047,-83.6035,21709
Hempstead,5057,AR,Arkansas,33.7354,-93.6684,21695
Mercer,21167,KY,Kentucky,37.811,-84.8744,21690
Nobles,27105,MN,Minnesota,43.6742,-95.7534,21667
Leelanau,26089,MI,Michigan,44.9385,-85.812,21649
Shelby,17173,IL,Illinois,39.3912,-88.8055,21623
Logan,5083,AR,Arkansas,35.2149,-93.7166,21619
Madison,37115,NC,North Carolina,35.858,-82.7058,21608
Wabasha,27157,MN,Minnesota,44.2843,-92.2303,21564
Gage,31067,NE,Nebraska,40.2619,-96.6894,21548
Morgan,47129,TN,Tennessee,36.135,-84.6492,21538
Tyler,48457,TX,Texas,30.7712,-94.3766,21524
Colusa,6011,CA,California,39.1775,-122.237,21491
Sevier,49041,UT,Utah,38.7478,-111.8045,21475
Calhoun,48057,TX,Texas,28.5067,-96.602,21470
Llano,48299,TX,Texas,30.7057,-98.6841,21452
Jo Daviess,17085,IL,Illinois,42.3658,-90.2126,21429
Yell,5149,AR,Arkansas,35.0025,-93.4111,21425
Willacy,48489,TX,Texas,26.4693,-97.6622,21419
Fayette,17051,IL,Illinois,39.0002,-89.0241,21418
McDuffie,13189,GA,Georgia,33.4828,-82.4814,21404
Buchanan,51027,VA,Virginia,37.2666,-82.036,21374
Colorado,48089,TX,Texas,29.6208,-96.5263,21357
Saunders,31155,NE,Nebraska,41.2264,-96.6374,21356
Hubbard,27057,MN,Minnesota,47.1086,-94.9167,21287
Newton,28101,MS,Mississippi,32.4002,-89.1188,21215
Barnwell,45011,SC,South Carolina,33.2661,-81.435,21170
Moore,48341,TX,Texas,35.8377,-101.8929,21169
Lampasas,48281,TX,Texas,31.1962,-98.2414,21152
St. James,22093,LA,Louisiana,30.027,-90.7931,21142
Buchanan,19019,IA,Iowa,42.4708,-91.8379,21141
Hutchinson,48233,TX,Texas,35.84,-101.3547,21105
Perry,17145,IL,Illinois,38.0837,-89.367,21092
Meriwether,13199,GA,Georgia,33.0406,-84.6883,21080
Gaines,48165,TX,Texas,32.7407,-102.6352,21077
Allen,21003,KY,Kentucky,36.7512,-86.1904,21065
La Paz,4012,AZ,Arizona,33.7294,-113.9815,21035
Fillmore,27045,MN,Minnesota,43.674,-92.0902,21031
Monroe,1099,AL,Alabama,31.5708,-87.3654,21006
Greene,37079,NC,North Carolina,35.485,-77.6758,20987
Grenada,28043,MS,Mississippi,33.77,-89.8021,20927
Conway,5029,AR,Arkansas,35.2624,-92.7015,20895
Ogemaw,26129,MI,Michigan,44.3349,-84.1264,20895
Wyoming,54109,WV,West Virginia,37.6096,-81.5492,20890
Stutsman,38093,ND,North Dakota,46.9793,-98.9588,20879
Owen,18119,IN,Indiana,39.3128,-86.8377,20854
Gonzales,48177,TX,Texas,29.4567,-97.4925,20828
Minidoka,16067,ID,Idaho,42.8543,-113.6375,20817
Dodge,27039,MN,Minnesota,44.0226,-92.862,20807
Dodge,13091,GA,Georgia,32.1722,-83.1684,20725
Jay,18075,IN,Indiana,40.4379,-85.0057,20697
Polk,37149,NC,North Carolina,35.2793,-82.1697,20682
Sullivan,18153,IN,Indiana,39.0888,-87.4147,20647
Texas,40139,OK,Oklahoma,36.7479,-101.4901,20633
Lincoln,54043,WV,West Virginia,38.1754,-82.0704,20617
Jones,19105,IA,Iowa,42.1212,-91.1315,20575
Vernon,29217,MO,Missouri,37.8506,-94.3424,20560
Jackson,55053,WI,Wisconsin,44.3192,-90.8052,20556
Washington,31177,NE,Nebraska,41.5311,-96.222,20546
Clinton,29049,MO,Missouri,39.6018,-94.4046,20503
Wayne,21231,KY,Kentucky,36.8013,-84.8286,20447
Morgan,29141,MO,Missouri,38.4237,-92.886,20438
Carbon,49007,UT,Utah,39.6481,-110.5888,20401
Kewaunee,55061,WI,Wisconsin,44.5161,-87.6153,20398
Uinta,56041,WY,Wyoming,41.2876,-110.5476,20374
Spencer,18147,IN,Indiana,38.014,-87.0077,20364
Woodward,40153,OK,Oklahoma,36.4227,-99.2651,20352
Worth,13321,GA,Georgia,31.5515,-83.8509,20346
Wayne,28153,MS,Mississippi,31.6408,-88.6958,20344
Taylor,55119,WI,Wisconsin,45.2116,-90.5012,20320
Washington,13303,GA,Georgia,32.9695,-82.7959,20316
Saluda,45081,SC,South Carolina,34.0061,-81.7268,20292
Breckinridge,21027,KY,Kentucky,37.7732,-86.4293,20283
Richland,22083,LA,Louisiana,32.4178,-91.7635,20251
DeWitt,48123,TX,Texas,29.0821,-97.3568,20217
Adams,55001,WI,Wisconsin,43.9695,-89.7704,20208
Carroll,19027,IA,Iowa,42.0362,-94.8605,20150
Carroll,18015,IN,Indiana,40.5828,-86.5635,20137
Dakota,31043,NE,Nebraska,42.3911,-96.5646,20124
Clay,21051,KY,Kentucky,37.1597,-83.7147,20110
Franklin,22041,LA,Louisiana,32.1333,-91.6738,20109
DeKalb,47041,TN,Tennessee,35.9799,-85.8328,20104
Winneshiek,19191,IA,Iowa,43.2907,-91.8437,20090
Lavaca,48285,TX,Texas,29.3843,-96.9302,20072
Fulton,18049,IN,Indiana,41.047,-86.2636,20069
Pickens,1107,AL,Alabama,33.2809,-88.0887,20049
Cherokee,20021,KS,Kansas,37.1693,-94.8463,20017
Frio,48163,TX,Texas,28.8678,-99.1082,20013
Ashley,5003,AR,Arkansas,33.1912,-91.7685,20000
Polk,5113,AR,Arkansas,34.4858,-94.2282,19999
Bourbon,21017,KY,Kentucky,38.2067,-84.2171,19998
Chaffee,8015,CO,Colorado,38.747,-106.1941,19977
Duchesne,49013,UT,Utah,40.2982,-110.4252,19950
Buena Vista,19021,IA,Iowa,42.7355,-95.1511,19950
Labette,20099,KS,Kansas,37.1913,-95.2976,19938
Smith,47159,TN,Tennessee,36.2505,-85.9567,19926
Davison,46035,SD,South Dakota,43.6747,-98.146,19890
Henry,19087,IA,Iowa,40.988,-91.5445,19889
Jones,48253,TX,Texas,32.7399,-99.8787,19874
Lincoln,30053,MT,Montana,48.5425,-115.4051,19845
Warren,37185,NC,North Carolina,36.3965,-78.1067,19746
Freestone,48161,TX,Texas,31.7049,-96.1491,19744
Martin,27091,MN,Minnesota,43.6744,-94.5511,19737
Greene,51079,VA,Virginia,38.2976,-78.4669,19734
Butler,1013,AL,Alabama,31.7524,-86.6803,19726
Adams,53001,WA,Washington,46.9833,-118.5606,19702
Union,47173,TN,Tennessee,36.2879,-83.8375,19678
McIntosh,40091,OK,Oklahoma,35.3736,-95.6668,19677
Northampton,37131,NC,North Carolina,36.4178,-77.3969,19672
Montague,48337,TX,Texas,33.6757,-97.7246,19640
Lincoln,35027,NM,New Mexico,33.7453,-105.4593,19640
Lincoln,56023,WY,Wyoming,42.2639,-110.656,19640
Fayette,19065,IA,Iowa,42.8626,-91.8443,19604
Orange,18117,IN,Indiana,38.5418,-86.4951,19552
Douglas,17041,IL,Illinois,39.7695,-88.2173,19551
Concordia,22029,LA,Louisiana,31.4459,-91.6401,19533
Holmes,12059,FL,Florida,30.8679,-85.8141,19530
Clay,28025,MS,Mississippi,33.6557,-88.7816,19515
Kent,24029,MD,Maryland,39.2545,-76.0399,19456
Tishomingo,28141,MS,Mississippi,34.7404,-88.2393,19396
Adair,21001,KY,Kentucky,37.1041,-85.2807,19366
Jackson,19097,IA,Iowa,42.1717,-90.5742,19348
